dvars
nan
62.0937
53.0403
67.4725
63.3838
58.4489
67.6508
65.0284
54.2388
62.6600
60.5064
55.8143
66.1107
60.2338
56.0047
58.9424
58.5921
53.6332
54.5928
59.9020
61.4724
51.1804
58.5102
59.7098
67.0733
59.1631
51.1795
61.5292
56.1741
65.6164
66.9012
55.4077
62.4306
64.9149
71.5776
92.0535
84.4169
72.6829
59.5477
64.5843
65.1097
58.2027
69.0291
63.3451
69.9075
60.1210
60.2629
63.7114
67.4158
60.2265
64.2018
60.7160
60.9384
56.7543
62.5027
60.9593
68.6441
59.4513
55.6497
70.5995
62.3976
69.6829
56.4702
56.5968
62.4307
62.5698
58.4737
56.4872
65.3197
64.5412
55.7469
55.4041
62.2472
64.3838
61.5933
54.2971
66.3446
66.0914
60.0772
61.4153
60.8450
66.2495
52.5238
51.7992
64.9099
67.1509
62.2685
59.0369
64.1720
65.5361
55.6172
62.9699
58.7721
60.0752
59.7800
57.3364
55.6962
58.6432
57.1175
58.1616
54.5023
56.1605
61.9050
53.3826
64.3188
59.0760
66.4891
61.1395
58.7768
62.1566
56.6814
60.2289
64.8118
56.6759
60.0968
62.1688
54.6575
57.4129
64.3208
50.5556
58.4328
60.1402
60.2791
64.0279
63.7972
58.8174
55.0210
54.8322
58.4930
60.1814
61.9312
71.0234
74.8794
61.0297
53.9542
57.4562
56.6305
55.7902
60.0194
57.5706
55.4329
57.9233
61.2539
58.5519
56.2849
54.2046
59.3739
61.7886
61.8396
54.7178
55.3757
65.0015
60.3510
62.7706
61.6260
60.5827
64.6058
65.9330
67.4443
61.4511
62.4486
64.8116
64.8182
60.8045
59.8406
57.3939
61.8375
64.5127
60.2624
57.9259
57.9873
58.2783
57.4591
54.5306
57.1182
58.6479
58.7993
56.2267
52.2457
63.3382
58.3175
57.5298
63.5027
59.1077
60.2227
60.9348
62.0332
64.0022
64.9942
60.2015
56.1540
61.4397
63.6888
61.4453
58.9806
56.3060
61.3165
63.5680
57.8603
58.5847
62.9702
63.4642
62.4399
59.0207
62.0517
65.1681
65.7909
65.5954
63.0440
63.1002
61.6998
67.0832
66.1458
61.5945
64.0428
62.4219
68.7431
65.0278
60.5740
62.9823
61.7838
63.3499
61.4128
60.8283
67.2614
60.9551
60.1466
60.7423
60.0471
61.1303
58.4562
61.0459
58.8175
58.2470
60.5898
60.1495
65.3628
59.9917
54.7014
61.7105
62.9391
79.7664
118.5633
119.4928
126.4936
78.4421
91.2083
75.7240
72.7925
59.4887
67.2740
67.7602
58.4287
63.2650
65.8748
61.7442
64.2048
62.7452
56.5872
61.8666
63.0157
58.6808
62.7265
64.9235
66.7589
62.7616
55.1466
61.4929
63.9325
57.1844
61.3441
60.5989
63.2355
60.2555
55.4838
54.1453
53.4495
59.3621
63.4012
60.2791
63.4053
56.3893
58.5599
57.1014
60.0294
62.0945
61.8356
63.5169
55.8026
55.8818
53.4209
59.1227
64.3469
65.7399
63.8913
56.1817
57.5109
62.3345
60.7634
56.4046
55.4967
58.2406
60.5747
64.8568
62.1579
57.9220
56.1579
58.4556
56.1926
54.7278
60.3593
65.2469
66.2608
62.1422
60.0550
56.2237
61.3950
62.9364
60.6003
64.1542
59.5663
58.6585
53.9578
62.2255
63.2267
63.6815
61.6285
60.5172
58.2099
58.6018
61.8527
62.4353
58.1100
64.9777
64.3867
58.2664
60.4254
62.2951
68.5833
61.7083
57.1242
61.7482
63.0521
59.4442
58.7283
54.6789
60.5415
65.4639
58.4395
61.0313
65.9117
62.0202
60.6471
55.5864
61.7584
63.0086
56.5711
67.7044
68.1823
64.6725
55.5759
61.7568
57.2827
51.0157
58.6452
61.5450
56.0157
63.3934
66.6641
58.6792
58.6635
54.8889
60.1970
60.0246
57.6074
59.4003
58.0293
57.0507
51.7300
55.6201
60.8523
60.9465
63.4719
64.9617
65.6411
61.7516
55.1553
58.0941
59.6476
58.9210
54.9612
53.1566
61.5311
62.6229
60.2401
59.7847
53.9544
53.4069
55.6938
60.5938
