dvars
nan
56.2790
56.4835
67.2301
65.8210
55.8591
70.8305
73.6691
55.4035
69.0058
58.5469
63.3198
72.6338
63.3629
55.5962
69.6529
57.3240
80.1288
61.3752
65.6937
72.1342
64.3111
59.9061
55.1709
62.0341
67.5239
63.4816
57.9161
57.5884
62.7080
67.0191
64.5527
56.8159
56.3776
63.4686
65.2195
73.4560
69.0801
63.0474
77.1525
71.5273
63.0470
70.9946
64.9216
62.1141
58.4029
55.6580
65.3234
67.8559
71.5681
62.5833
57.6512
65.0611
68.1901
65.9100
66.3194
60.4894
59.9814
66.2828
77.7097
73.5171
70.3776
62.7483
65.6508
78.0317
65.6741
66.6090
63.6203
60.6731
56.7022
61.6066
64.5621
65.9765
59.2873
57.6518
71.1239
67.3700
54.0815
70.2522
65.5249
55.9133
59.3129
62.4423
66.9453
65.2427
55.7892
59.6246
66.6064
67.7271
64.1833
57.8516
68.3441
88.7941
59.8195
89.4572
74.7311
71.5629
86.0384
70.4954
91.1947
87.3401
56.0193
75.7598
62.9199
62.4173
88.6993
92.8901
71.9776
67.7882
90.2285
85.0927
63.3164
66.4454
79.3953
76.3878
65.6564
60.0380
66.8291
70.2773
75.1268
70.5662
57.9652
71.9739
88.6354
66.2518
69.1209
86.4310
72.7017
60.6059
59.9261
70.7635
63.4652
58.6410
75.6745
62.7399
61.4754
69.0387
69.5061
57.2016
64.3363
68.7404
58.3842
71.6463
58.4292
67.6746
64.2193
57.2561
62.0111
81.6133
71.7194
60.8108
56.4557
86.6359
76.6489
106.8547
58.5447
83.2473
80.2099
60.5759
64.6958
66.6818
71.2979
79.4996
79.1068
74.6763
71.3072
69.0552
61.2493
61.9700
59.3990
60.9646
55.7871
55.8709
57.2213
53.5801
57.4630
59.1784
67.4283
70.1360
58.7239
53.2300
56.1335
60.6872
64.7260
67.0868
64.6704
76.7831
79.8656
69.8864
55.6099
66.0519
72.8723
71.3266
76.9300
72.6475
60.1741
68.5947
63.9915
69.2447
71.6466
65.4491
73.0182
80.7990
78.1171
72.6974
80.1147
68.8729
99.1995
81.9516
62.5180
63.2898
67.7600
61.3908
68.3462
71.1078
71.9981
63.1475
78.2491
66.5672
56.7437
62.6487
76.4204
66.5311
60.2351
75.2688
65.0875
63.8746
82.4509
80.3430
56.1754
67.4029
58.5621
68.8837
84.3547
56.8983
65.5327
61.5417
53.1503
68.1713
70.7629
65.9275
63.6209
68.4844
64.6080
98.7638
66.7894
71.6573
80.0618
55.8398
63.5920
70.0981
72.4378
69.8366
67.6715
61.4007
60.9586
60.4464
54.4538
58.3432
58.2655
57.9929
62.5171
62.4666
64.0108
76.6486
60.7874
57.9939
57.0228
66.1890
73.5865
72.1824
59.2027
77.7042
64.2361
67.8317
80.6809
53.3488
70.4475
66.0385
63.6270
64.8301
60.3759
69.4762
68.0646
78.4444
64.3670
78.0365
76.6658
53.9310
72.0011
75.8708
52.8050
73.7781
73.1717
54.3645
68.5765
60.4171
71.4103
59.2016
60.5579
66.8492
52.4084
57.6348
62.3097
58.9498
59.2112
56.1216
67.4156
66.7482
54.5698
62.2494
63.2767
67.1679
57.4353
65.8223
68.8917
57.1763
68.0082
64.8386
57.4085
55.0463
61.5579
62.3146
57.7656
57.8565
55.3637
57.8772
61.2825
55.7820
58.4571
56.6492
61.8944
64.3474
56.5662
60.6105
69.9166
68.4202
59.5610
57.7991
65.5231
70.9275
62.2470
58.4851
58.9622
66.4614
65.3066
58.1008
59.7357
65.2427
67.5445
62.4790
56.5020
64.5113
67.1324
63.0428
61.0706
62.2441
69.0601
67.6487
60.1856
60.5461
67.2780
69.8928
69.4924
58.4020
60.2181
64.7906
68.5466
61.9626
56.3218
61.2956
65.1262
66.5393
62.1398
55.5128
61.8569
65.2043
66.9595
65.8036
58.2955
58.3554
65.0762
64.7854
60.4424
57.0772
56.9636
58.2502
58.4969
60.3091
60.1421
55.5157
57.3761
64.1680
63.5315
62.6882
61.1960
52.4150
55.7419
65.1071
65.5487
