group	n	mean	median	std	min	max
3T_ses-03	159.0	26.020421412006115	25.9530143737793	4.155284784894587	14.906720161438	35.5465393066406
7T_ses-06	152.0	22.684447091916613	22.6127504906617	4.4112732664402	10.5564267463051	34.4230397343636
paired_delta_7T_minus_3T	142.0	-3.327350386989206	-3.285352786740999	3.8278873812600436	-17.473032616602804	6.301559961517301
